90	15	90	8	1	1,2,4,8,13,21,31,45,59,69,77,82,86,88,89
90	15	90	8	1	1,2,4,8,13,27,35,45,55,63,77,82,86,88,89
90	15	90	8	1	1,2,4,8,17,22,34,45,56,68,73,82,86,88,89
90	15	90	8	1	1,2,4,8,17,28,40,45,50,62,73,82,86,88,89
90	15	86	8	1	1,2,4,8,18,23,31,43,55,63,68,78,82,84,85
90	15	90	8	1	1,2,4,8,19,24,33,45,57,66,71,82,86,88,89
90	15	90	8	1	1,2,4,8,19,31,40,45,50,59,71,82,86,88,89
90	15	90	8	1	1,2,4,8,20,25,34,45,56,65,70,82,86,88,89
90	15	84	8	1	1,2,4,9,13,26,32,42,52,58,71,75,80,82,83
90	15	90	8	1	1,2,4,9,21,32,36,45,54,58,69,81,86,88,89
90	15	86	8	1	1,2,4,10,17,21,31,43,55,65,69,76,82,84,85
90	15	88	8	1	1,2,4,10,17,21,39,44,49,67,71,78,84,86,87
90	15	90	8	1	1,2,4,10,17,28,40,45,50,62,73,80,86,88,89
90	15	90	8	1	1,2,4,10,20,25,32,45,58,65,70,80,86,88,89
90	15	90	8	1	1,2,4,11,16,22,41,45,49,68,74,79,86,88,89
90	15	88	8	1	1,2,4,11,16,27,40,44,48,61,72,77,84,86,87
90	15	90	8	1	1,2,4,11,17,22,41,45,49,68,73,79,86,88,89
90	15	90	8	1	1,2,4,12,17,21,39,45,51,69,73,78,86,88,89
90	15	90	8	1	1,2,4,12,18,25,30,45,60,65,72,78,86,88,89
90	15	90	8	1	1,2,4,13,20,35,41,45,49,55,70,77,86,88,89
90	15	90	8	1	1,2,4,14,20,34,41,45,49,56,70,76,86,88,89
90	15	92	7	-1	1,2,4,15,21,25,30,37,55,62,67,71,77,88,90
90	15	90	8	1	1,2,4,16,22,32,41,45,49,58,68,74,86,88,89
90	15	90	8	1	1,2,5,7,15,22,33,45,57,68,75,83,85,88,89
90	15	90	8	1	1,2,5,7,15,22,34,45,56,68,75,83,85,88,89
90	15	86	8	1	1,2,5,7,18,28,36,43,50,58,68,79,81,84,85
90	15	90	8	1	1,2,5,7,18,30,38,45,52,60,72,83,85,88,89
90	15	90	8	1	1,2,5,10,12,24,30,45,60,66,78,80,85,88,89
90	15	90	8	1	1,2,5,10,12,26,32,45,58,64,78,80,85,88,89
90	15	90	8	1	1,2,5,10,12,27,33,45,57,63,78,80,85,88,89
90	15	90	8	1	1,2,5,10,16,26,28,45,62,64,74,80,85,88,89
90	15	90	8	1	1,2,5,10,16,33,35,45,55,57,74,80,85,88,89
90	15	90	8	1	1,2,5,11,13,26,31,45,59,64,77,79,85,88,89
90	15	84	8	1	1,2,5,11,19,26,31,42,53,58,65,73,79,82,83
90	15	90	8	1	1,2,5,12,14,31,37,45,53,59,76,78,85,88,89
90	15	90	8	1	1,2,5,13,19,26,35,45,55,64,71,77,85,88,89
90	15	90	8	1	1,2,5,14,16,22,40,45,50,68,74,76,85,88,89
90	15	90	8	1	1,2,5,16,24,29,36,45,54,61,66,74,85,88,89
90	15	88	8	1	1,2,6,8,16,19,28,44,60,69,72,80,82,86,87
90	15	90	8	1	1,2,6,8,16,33,36,45,54,57,74,82,84,88,89
90	15	84	8	1	1,2,6,9,15,25,27,42,57,59,69,75,78,82,83
90	15	88	8	1	1,2,6,9,15,32,34,44,54,56,73,79,82,86,87
90	15	86	8	1	1,2,6,9,18,20,33,43,53,66,68,77,80,84,85
90	15	90	8	1	1,2,6,9,19,25,34,45,56,65,71,81,84,88,89
90	15	90	8	1	1,2,6,12,14,29,36,45,54,61,76,78,84,88,89
90	15	85	7	-1	1,2,6,16,24,33,36,49,52,61,69,79,83,84,90
90	15	88	8	1	1,2,7,9,18,22,32,44,56,66,70,79,81,86,87
90	15	90	8	1	1,2,7,9,21,30,34,45,56,60,69,81,83,88,89
90	15	90	8	1	1,2,7,9,21,32,36,45,54,58,69,81,83,88,89
90	15	90	8	1	1,2,7,10,14,28,30,45,60,62,76,80,83,88,89
