95	15	90	8	1	1,2,4,8,13,21,31,45,59,69,77,82,86,88,89
95	15	94	8	1	1,2,4,8,13,21,31,47,63,73,81,86,90,92,93
95	15	94	8	1	1,2,4,8,13,23,31,47,63,71,81,86,90,92,93
95	15	96	8	1	1,2,4,8,13,23,31,48,65,73,83,88,92,94,95
95	15	96	8	1	1,2,4,8,13,23,40,48,56,73,83,88,92,94,95
95	15	90	8	1	1,2,4,8,13,27,35,45,55,63,77,82,86,88,89
95	15	96	8	1	1,2,4,8,13,27,40,48,56,69,83,88,92,94,95
95	15	92	8	1	1,2,4,8,16,21,37,46,55,71,76,84,88,90,91
95	15	96	8	1	1,2,4,8,16,21,37,48,59,75,80,88,92,94,95
95	15	96	8	1	1,2,4,8,16,29,38,48,58,67,80,88,92,94,95
95	15	90	8	1	1,2,4,8,17,22,34,45,56,68,73,82,86,88,89
95	15	94	8	1	1,2,4,8,17,27,35,47,59,67,77,86,90,92,93
95	15	90	8	1	1,2,4,8,17,28,40,45,50,62,73,82,86,88,89
95	15	96	8	1	1,2,4,8,17,29,37,48,59,67,79,88,92,94,95
95	15	96	8	1	1,2,4,8,17,29,43,48,53,67,79,88,92,94,95
95	15	96	8	1	1,2,4,8,17,31,43,48,53,65,79,88,92,94,95
95	15	86	8	1	1,2,4,8,18,23,31,43,55,63,68,78,82,84,85
95	15	96	8	1	1,2,4,8,18,23,36,48,60,73,78,88,92,94,95
95	15	90	8	1	1,2,4,8,19,24,33,45,57,66,71,82,86,88,89
95	15	96	8	1	1,2,4,8,19,27,32,48,64,69,77,88,92,94,95
95	15	90	8	1	1,2,4,8,19,31,40,45,50,59,71,82,86,88,89
95	15	92	8	1	1,2,4,8,19,33,38,46,54,59,73,84,88,90,91
95	15	94	8	1	1,2,4,8,20,25,33,47,61,69,74,86,90,92,93
95	15	90	8	1	1,2,4,8,20,25,34,45,56,65,70,82,86,88,89
95	15	96	8	1	1,2,4,8,22,32,37,48,59,64,74,88,92,94,95
95	15	96	8	1	1,2,4,8,23,34,39,48,57,62,73,88,92,94,95
95	15	96	8	1	1,2,4,8,23,35,43,48,53,61,73,88,92,94,95
95	15	96	8	1	1,2,4,8,24,35,43,48,53,61,72,88,92,94,95
95	15	96	8	1	1,2,4,9,13,19,32,48,64,77,83,87,92,94,95
95	15	92	8	1	1,2,4,9,13,19,33,46,59,73,79,83,88,90,91
95	15	92	8	1	1,2,4,9,13,23,29,46,63,69,79,83,88,90,91
95	15	94	8	1	1,2,4,9,13,23,29,47,65,71,81,85,90,92,93
95	15	84	8	1	1,2,4,9,13,26,32,42,52,58,71,75,80,82,83
95	15	96	8	1	1,2,4,9,13,27,33,48,63,69,83,87,92,94,95
95	15	96	8	1	1,2,4,9,13,28,34,48,62,68,83,87,92,94,95
95	15	94	8	1	1,2,4,9,13,31,37,47,57,63,81,85,90,92,93
95	15	96	8	1	1,2,4,9,13,32,38,48,58,64,83,87,92,94,95
95	15	94	8	1	1,2,4,9,15,19,35,47,59,75,79,85,90,92,93
95	15	96	8	1	1,2,4,9,15,27,31,48,65,69,81,87,92,94,95
95	15	92	8	1	1,2,4,9,15,27,36,46,56,65,77,83,88,90,91
95	15	84	7	-1	1,2,4,9,15,30,34,50,54,69,75,80,82,83,92
95	15	96	8	1	1,2,4,9,18,22,37,48,59,74,78,87,92,94,95
95	15	94	8	1	1,2,4,9,18,22,41,47,53,72,76,85,90,92,93
95	15	93	7	-1	1,2,4,9,18,31,37,41,52,62,75,84,89,91,92
95	15	93	7	-1	1,2,4,9,18,31,41,52,56,62,75,84,89,91,92
95	15	96	8	1	1,2,4,9,19,23,32,48,64,73,77,87,92,94,95
95	15	96	8	1	1,2,4,9,19,28,32,48,64,68,77,87,92,94,95
95	15	96	8	1	1,2,4,9,20,33,42,48,54,63,76,87,92,94,95
95	15	97	7	-1	1,2,4,9,21,27,31,42,55,66,70,76,88,93,95
95	15	96	8	1	1,2,4,9,21,27,37,48,59,69,75,87,92,94,95
